
#LAMMPS data file for 400 tatb and 400 cl20                                                          
 24000   atoms
     4  atom types


   0.0000000000000000        90.939999999999998      xlo xhi
   0.0000000000000000        89.999999999999744      ylo yhi
   0.0000000000000000        91.309999999999491      zlo zhi

   6.7948109594026873E-006   6.8937132078117709E-006   6.8937126873509229E-006 xy xz yz

 Masses

 1   12.011150360107422     
 2   1.0079699754714966     
 3   15.999400138854980     
 4   14.006699562072754     

 Atoms

    36  3 0.000000   74.179000854   49.590999603   60.887001038
    37  1 0.000000   70.967002869   45.879001617   60.722999573
    38  2 0.000000   70.584999084   45.645999908   59.912998199
    39  1 0.000000   72.066001892   44.910999298   62.706001282
    40  2 0.000000   72.346000671   44.083999634   63.025001526
    41  1 0.000000   71.276000977   47.025001526   63.575000763
    42  2 0.000000   70.986999512   47.450000763   64.338996887
    43  1 0.000000   73.219001770   45.979000092   62.601001740
    44  2 0.000000   74.037002563   45.646999359   62.897998810
    45  1 0.000000   72.122001648   46.944000244   60.597999573
    46  2 0.000000   72.344001770   47.173999786   59.687999725
    47  1 0.000000   70.588996887   47.638000488   62.272998810
    48  2 0.000000   70.013999939   48.292999268   62.511001587
    49  4 0.000000   71.008003235   43.444999695   61.037998199
    50  4 0.000000   71.515998840   44.719001770   61.377998352
    51  4 0.000000   69.865997314   45.074001312   63.831001282
    52  4 0.000000   71.140998840   45.575000763   63.645000458
    53  4 0.000000   73.391998291   48.236000061   63.544998169
    54  4 0.000000   72.727996826   47.033000946   63.500999451
    55  4 0.000000   74.531997681   46.376998901   60.562000275
    56  4 0.000000   73.320999146   46.442001343   61.242000580
    57  4 0.000000   71.335998535   49.297000885   60.620998383
    58  4 0.000000   71.633003235   48.104999542   61.361999512
    59  4 0.000000   68.693000793   46.840000153   60.944999695
    60  4 0.000000   69.941001892   46.534000397   61.561000824
    61  3 0.000000   70.157997131   43.410999298   60.165000916
    62  3 0.000000   71.504997253   42.497001648   61.618999481
    63  3 0.000000   69.668998718   43.923999786   63.467998505
    64  3 0.000000   69.058998108   45.826000214   64.365997314
    65  3 0.000000   72.746002197   49.213001251   63.930000305
    66  3 0.000000   74.568000793   48.217998505   63.223999023
    67  3 0.000000   74.504997253   46.613998413   59.368999481
    68  3 0.000000   75.513999939   46.066001892   61.216999054
    69  3 0.000000   71.861000061   49.401000977   59.532001495
    70  3 0.000000   70.652000427   50.118999481   61.201999664
    71  3 0.000000   68.059997559   47.750999451   61.430000305
    72  3 0.000000   68.358001709   46.103000641   60.033000946
    73  1 0.000000   74.800003052   45.069999695   55.102001190
    74  2 0.000000   75.625999451   45.486999512   55.124000549
    75  1 0.000000   73.694000244   42.915000916   55.569000244
    76  2 0.000000   73.911003113   42.055999756   55.846000671
    77  1 0.000000   71.833000183   44.456001282   55.701999664
    78  2 0.000000   71.016998291   44.596000671   56.104000092
    79  1 0.000000   72.968002319   42.976001740   54.172000885
    80  2 0.000000   72.827003479   42.127998352   53.811000824
    81  1 0.000000   74.089996338   45.132999420   53.696998596
    82  2 0.000000   74.632003784   45.534000397   53.006000519
    83  1 0.000000   72.569000244   45.832000732   55.377998352
    84  2 0.000000   72.060997009   46.523998260   55.662998199
    85  4 0.000000   76.032997131   43.276000977   56.237998962
    86  4 0.000000   74.922996521   43.680000305   55.464000702
    87  4 0.000000   73.013000488   43.895999908   57.740001678
    88  4 0.000000   72.679000854   43.534000397   56.448001862
    89  4 0.000000   70.829002380   43.991001129   53.528999329
    90  4 0.000000   71.688003540   43.604999542   54.529998779
    91  4 0.000000   74.138000488   43.297000885   52.036998749
    92  4 0.000000   73.732002258   43.794998169   53.270000458
    93  4 0.000000   72.745002747   47.183998108   53.333000183
    94  4 0.000000   72.852996826   45.890998840   53.945999146
    95  4 0.000000   74.349998474   47.008998871   56.577999115
    96  4 0.000000   73.885002136   45.784000397   56.018001556
    97  3 0.000000   76.850997925   44.138000488   56.511001587
    98  3 0.000000   76.089996338   42.091999054   56.515998840
    99  3 0.000000   74.025001526   43.395999908   58.208000183
   100  3 0.000000   72.246002197   44.669998169   58.301998138
   101  3 0.000000   70.021003723   44.880001068   53.800998688
   102  3 0.000000   70.932998657   43.395999908   52.470001221
   103  3 0.000000   74.928001404   43.972999573   51.403999329
   104  3 0.000000   73.684997559   42.213001251   51.703998566
   105  3 0.000000   73.458999634   47.389999390   52.375999451
   106  3 0.000000   71.880996704   47.910999298   53.791999817
   107  3 0.000000   73.500999451   47.805000305   56.915000916
   108  3 0.000000   75.555000305   47.099998474   56.726001740
   109  1 0.000000   78.765998840   50.812999725   56.889999390
   110  2 0.000000   79.150001526   51.044998169   57.700000763
   111  1 0.000000   77.667999268   51.782001495   54.907001495
   112  2 0.000000   77.388000488   52.608001709   54.588001251
   113  1 0.000000   78.458000183   49.666000366   54.039001465
   114  2 0.000000   78.746002197   49.242000580   53.273998260
   115  1 0.000000   76.514999390   50.712001801   55.013000488
   116  2 0.000000   75.696998596   51.044998169   54.715000153
   117  1 0.000000   77.611999512   49.747001648   57.013999939
   118  2 0.000000   77.390998840   49.518001556   57.924999237
   119  1 0.000000   79.143997192   49.054000854   55.340999603
   120  2 0.000000   79.720001221   48.398998260   55.102001190
   121  4 0.000000   78.725997925   53.247001648   56.574001312
   122  4 0.000000   78.218002319   51.972999573   56.235000610
   123  4 0.000000   79.867996216   51.618000031   53.782001495
   124  4 0.000000   78.593002319   51.116001129   53.967998505
   125  4 0.000000   76.343002319   48.455001831   54.068000793
   126  4 0.000000   77.004997253   49.659000397   54.111999512
   127  4 0.000000   75.203002930   50.314998627   57.049999237
   128  4 0.000000   76.414001465   50.250000000   56.369998932
   129  4 0.000000   78.397003174   47.395000458   56.993000031
   130  4 0.000000   78.100997925   48.587001801   56.250000000
   131  4 0.000000   81.041000366   49.853000641   56.668998718
   132  4 0.000000   79.792999268   50.158000946   56.050998688
   133  3 0.000000   79.575996399   53.280998230   57.448001862
   134  3 0.000000   78.228996277   54.194000244   55.993999481
   135  3 0.000000   80.066001892   52.766998291   54.145000458
   136  3 0.000000   80.675003052   50.865001678   53.247001648
   137  3 0.000000   76.986999512   47.479999542   53.682998657
   138  3 0.000000   75.166000366   48.474998474   54.389999390
   139  3 0.000000   75.228996277   50.076999664   58.243999481
   140  3 0.000000   74.220001221   50.626998901   56.395999908
   141  3 0.000000   77.873001099   47.291999817   58.081001282
   142  3 0.000000   79.082000732   46.573001862   56.410999298
   143  3 0.000000   81.674003601   48.941001892   56.182998657
   144  3 0.000000   81.375999451   50.589000702   57.578998566
   145  1 0.000000   27.746000290   18.596000671   46.397998810
   146  2 0.000000   27.006999969   18.079999924   46.610000610
   147  1 0.000000   30.038000107   18.440000534   45.501998901
   148  2 0.000000   30.621000290   17.801000595   45.160999298
   149  1 0.000000   30.131999969   20.530000687   46.714000702
   150  2 0.000000   30.695999146   21.090999603   47.180000305
   151  1 0.000000   29.742000580   19.628999710   44.512001038
   152  2 0.000000   30.215000153   19.549999237   43.713001251
   153  1 0.000000   27.434000015   19.777000427   45.401000977
   154  2 0.000000   26.525999069   19.777999878   45.073001862
   155  1 0.000000   28.639999390   20.617000580   47.264999390
   156  2 0.000000   28.601999283   21.195999146   47.958999634
   157  4 0.000000   28.784999847   16.398000717   46.061000824
   158  4 0.000000   28.777000427   17.787000656   45.799999237
   159  4 0.000000   30.809999466   18.504999161   47.854000092
   160  4 0.000000   30.624000549   19.159999847   46.650001526
   161  4 0.000000   29.972999573   22.052000046   44.816001892
   162  4 0.000000   30.221000671   20.784000397   45.284999847
   163  4 0.000000   27.836000443   19.673999786   42.962001801
   164  4 0.000000   28.326999664   19.704000473   44.263000488
   165  4 0.000000   26.655000687   21.856000900   46.508998871
   166  4 0.000000   27.752000809   20.993999481   46.167999268
   167  4 0.000000   27.413000107   19.145999908   48.791999817
   168  4 0.000000   28.228000641   19.257999420   47.626998901
   169  3 0.000000   27.875000000   15.965000153   46.745998383
   170  3 0.000000   29.676000595   15.758999825   45.532001495
   171  3 0.000000   30.792999268   17.284000397   47.825000763
   172  3 0.000000   31.000999451   19.215999603   48.834999084
   173  3 0.000000   29.969999313   22.961000443   45.647998810
   174  3 0.000000   29.804000854   22.159000397   43.613998413
   175  3 0.000000   26.631999969   19.561000824   42.831001282
   176  3 0.000000   28.659000397   19.743999481   42.062000275
   177  3 0.000000   25.652999878   21.746000290   45.837001801
   178  3 0.000000   26.882999420   22.667999268   47.387001038
   179  3 0.000000   27.527999878   20.024000168   49.618000031
   180  3 0.000000   26.736999512   18.135999680   48.868000031
   181  1 0.000000   22.507999420   16.940999985   51.061000824
   182  2 0.000000   22.523000717   16.391000748   51.805000305
   183  1 0.000000   21.537000656   19.041999817   50.214000702
   184  2 0.000000   20.990999222   19.736000061   50.506000519
   185  1 0.000000   22.083000183   17.896999359   48.154998779
   186  2 0.000000   21.834999084   17.801000595   47.272998810
   187  1 0.000000   22.957000732   19.510999680   49.719001770
   188  2 0.000000   23.059000015   20.436000824   49.759998322
   189  1 0.000000   23.937000275   17.403999329   50.583000183
   190  2 0.000000   24.652999878   17.120000839   51.165000916
   191  1 0.000000   22.725000381   16.555000305   48.728000641
   192  2 0.000000   22.719999313   15.916000366   48.088001251
   193  4 0.000000   20.754999161   18.086999893   52.340999603
   194  4 0.000000   21.732999802   18.125999451   51.320999146
   195  4 0.000000   19.854000092   17.635999680   49.063999176
   196  4 0.000000   21.003999710   18.400999069   48.995998383
   197  4 0.000000   24.110000610   19.125999451   47.588001251
   198  4 0.000000   22.950000763   19.051000595   48.323001862
   199  4 0.000000   24.947999954   19.590000153   51.158000946
   200  4 0.000000   23.975000381   18.850999832   50.493000031
   201  4 0.000000   25.049999237   15.819000244   49.033000946
   202  4 0.000000   24.066999435   16.847999573   49.226001740
   203  4 0.000000   21.747999191   14.782999992   50.108001709
   204  4 0.000000   21.958999634   16.179000854   49.919998169
   205  3 0.000000   20.666999817   17.048000336   52.972999573
   206  3 0.000000   20.127000809   19.114000320   52.521999359
   207  3 0.000000   19.148000717   17.791000366   50.048999786
   208  3 0.000000   19.639999390   16.891000748   48.113998413
   209  3 0.000000   24.209999084   18.360000610   46.627998352
   210  3 0.000000   24.922000885   19.964000702   47.943000793
   211  3 0.000000   25.663000107   18.983999252   51.933998108
   212  3 0.000000   24.985000610   20.787000656   50.922000885
   213  3 0.000000   25.940000534   15.760999680   49.854999542
   214  3 0.000000   24.930999756   15.164999962   48.013999939
   215  3 0.000000   21.763999939   14.093999863   49.111000061
   216  3 0.000000   21.502000809   14.434000015   51.250000000
   217  1 0.000000   26.844999313   18.104999542   56.236000061
   218  2 0.000000   27.583999634   18.621000290   56.023998260
   219  1 0.000000   24.552999496   18.261999130   57.131999969
   220  2 0.000000   23.969999313   18.899999619   57.472000122
   221  1 0.000000   24.458000183   16.170999527   55.917999268
   222  2 0.000000   23.893999100   15.609999657   55.453998566
   223  1 0.000000   24.849000931   17.072000504   58.120998383
   224  2 0.000000   24.375999451   17.152000427   58.921001434
   225  1 0.000000   27.156000137   16.923999786   57.230998993
   226  2 0.000000   28.063999176   16.922000885   57.560001373
   227  1 0.000000   25.951000214   16.083999634   55.368000031
   228  2 0.000000   25.988000870   15.505999565   54.673999786
   229  4 0.000000   25.805000305   20.302999496   56.573001862
   230  4 0.000000   25.812999725   18.915000916   56.833000183
   231  4 0.000000   23.780000687   18.195999146   54.778999329
   232  4 0.000000   23.966999054   17.541000366   55.983001709
   233  4 0.000000   24.618000031   14.647999763   57.816001892
   234  4 0.000000   24.368999481   15.918000221   57.348999023
   235  4 0.000000   26.753999710   17.027000427   59.671001434
   236  4 0.000000   26.263999939   16.996999741   58.370998383
   237  4 0.000000   27.934999466   14.845000267   56.124000549
   238  4 0.000000   26.839000702   15.706999779   56.465999603
   239  4 0.000000   27.177000046   17.555999756   53.841999054
   240  4 0.000000   26.361999512   17.441999435   55.005001068
   241  3 0.000000   26.715999603   20.736000061   55.887001038
   242  3 0.000000   24.913999557   20.941999435   57.101001740
   243  3 0.000000   23.797000885   19.417999268   54.808998108
   244  3 0.000000   23.590000153   17.486000061   53.798000336
   245  3 0.000000   24.621000290   13.739999771   56.986000061
   246  3 0.000000   24.787000656   14.541000366   59.019001007
   247  3 0.000000   27.958000183   17.141000748   59.801998138
   248  3 0.000000   25.931999207   16.957000732   60.570999146
   249  3 0.000000   28.937999725   14.954999924   56.794998169
   250  3 0.000000   27.708000183   14.032999992   55.245998383
   251  3 0.000000   27.062999725   16.677999496   53.014999390
   252  3 0.000000   27.853000641   18.565999985   53.764999390
   253  1 0.000000   32.082000732   19.760000229   51.571998596
   254  2 0.000000   32.067001343   20.311000824   50.827999115
   255  1 0.000000   33.053001404   17.658000946   52.418998718
   256  2 0.000000   33.599998474   16.965000153   52.127998352
   257  1 0.000000   32.506999969   18.805000305   54.479000092
   258  2 0.000000   32.755001068   18.899999619   55.360000610
   259  1 0.000000   31.631999969   17.190999985   52.914001465
   260  2 0.000000   31.531000137   16.264999390   52.872001648
   261  1 0.000000   30.653999329   19.297000885   52.049999237
   262  2 0.000000   29.937999725   19.580999374   51.467998505
   263  1 0.000000   31.865999222   20.145999908   53.903999329
   264  2 0.000000   31.870000839   20.784999847   54.544998169
   265  4 0.000000   33.834999084   18.614000320   50.292999268
   266  4 0.000000   32.858001709   18.573999405   51.311000824
   267  4 0.000000   34.736999512   19.065000534   53.569999695
   268  4 0.000000   33.585998535   18.299999237   53.638000488
   269  4 0.000000   30.479999542   17.576000214   55.044998169
   270  4 0.000000   31.639999390   17.649000168   54.310001373
   271  4 0.000000   29.642999649   17.111000061   51.476001740
   272  4 0.000000   30.614999771   17.850000381   52.140998840
   273  4 0.000000   29.540000916   20.881000519   53.599998474
   274  4 0.000000   30.523000717   19.854000092   53.407001495
   275  4 0.000000   32.841999054   21.917999268   52.523998260
   276  4 0.000000   32.631000519   20.521999359   52.714000702
   277  3 0.000000   33.923000336   19.652999878   49.659999847
   278  3 0.000000   34.464000702   17.586999893   50.111000061
   279  3 0.000000   35.443000793   18.909999847   52.584999084
   280  3 0.000000   34.950000763   19.809999466   54.520000458
   281  3 0.000000   30.379999161   18.340000153   56.004001617
   282  3 0.000000   29.669000626   16.736999512   54.689998627
   283  3 0.000000   28.927000046   17.716999054   50.700000763
   284  3 0.000000   29.604999542   15.913999557   51.710998535
   285  3 0.000000   28.650999069   20.938999176   52.777000427
   286  3 0.000000   29.659999847   21.535999298   54.619998932
   287  3 0.000000   32.826999664   22.606000900   53.520999908
   288  3 0.000000   33.088001251   22.267999649   51.382999420
   289  1 0.000000   51.375999451   34.513000488   12.163000107
   290  2 0.000000   51.519001007   33.769001007   11.633000374
   291  1 0.000000   52.331001282   36.715000153   12.727999687
   292  2 0.000000   53.042999268   37.259998322   12.482000351
   293  1 0.000000   50.972000122   36.262001038   14.677000046
   294  2 0.000000   50.900001526   36.417999268   15.581999779
   295  1 0.000000   50.916999817   37.384998322   12.543999672
   296  2 0.000000   50.979999542   38.262001038   12.232000351
   297  1 0.000000   49.958999634   35.175998688   11.961999893
   298  2 0.000000   49.437999725   34.771999359   11.256999969
   299  1 0.000000   50.353000641   34.847999573   14.279000282
   300  2 0.000000   50.048000336   34.428001404   15.020000458
   301  4 0.000000   53.605998993   35.130001068   11.345000267
   302  4 0.000000   52.368000031   35.523998260   11.899999619
   303  4 0.000000   53.305000305   35.622001648   14.725000381
   304  4 0.000000   52.330001831   36.435001373   14.178000450
   305  4 0.000000   49.087001801   37.714000702   14.144000053
   306  4 0.000000   50.395999908   37.361000061   13.918000221
   307  4 0.000000   49.542999268   37.144001007   10.520999908
   308  4 0.000000   50.118999481   36.583000183   11.656000137
   309  4 0.000000   48.168998718   34.183998108   13.364999771
   310  4 0.000000   49.308998108   35.053001404   13.277999878
   311  4 0.000000   51.437999725   32.694999695   13.847000122
   312  4 0.000000   51.396999359   34.095001221   13.579999924
   313  3 0.000000   53.734001160   33.948001862   11.076999664
   314  3 0.000000   54.409000397   36.021999359   11.142000198
   315  3 0.000000   54.310001373   35.439998627   14.053999901
   316  3 0.000000   53.078998566   35.180999756   15.847000122
   317  3 0.000000   48.561000824   37.273998260   15.166999817
   318  3 0.000000   48.576999664   38.451999664   13.319000244
   319  3 0.000000   49.034999847   36.376998901    9.725999832
   320  3 0.000000   49.618000031   38.358001709   10.409999847
   321  3 0.000000   47.599998474   33.935001373   12.324000359
   322  3 0.000000   47.847000122   33.855998993   14.491000175
   323  3 0.000000   50.992000580   32.334999084   14.913999557
   324  3 0.000000   51.986000061   32.011001587   13.001000404
   325  1 0.000000   51.616001129   27.339000702   11.532999992
   326  2 0.000000   52.292999268   26.743999481   11.739999771
   327  1 0.000000   49.162998199   27.580999374   11.557999611
   328  2 0.000000   48.409000397   27.104999542   11.821000099
   329  1 0.000000   49.793998718   29.221000671    9.895999908
   330  2 0.000000   49.507999420   29.649000168    9.131999969
   331  1 0.000000   49.298999786   28.992000580   12.244999886
   332  2 0.000000   48.585998535   29.179000854   12.814000130
   333  1 0.000000   51.765998840   28.743000031   12.232999802
   334  2 0.000000   52.504001617   28.792999268   12.852000237
   335  1 0.000000   51.380001068   29.059000015    9.913000107
   336  2 0.000000   51.729999542   29.402999878    9.154000282
   337  4 0.000000   50.195999146   25.400999069   12.031999588
   338  4 0.000000   50.333999634   26.801000595   11.909999847
   339  4 0.000000   49.220001221   26.989000320    9.154000282
   340  4 0.000000   49.103000641   27.958999634   10.131999969
   341  4 0.000000   49.560001373   31.225000381   11.263999939
   342  4 0.000000   49.284000397   29.891000748   11.081999779
   343  4 0.000000   50.576999664   29.389999390   14.305999756
   344  4 0.000000   50.548000336   29.059999466   12.956000328
   345  4 0.000000   53.173999786   30.354999542   10.979999542
   346  4 0.000000   51.908000946   29.694999695   11.118000031
   347  4 0.000000   52.791999817   27.135999680    9.361000061
   348  4 0.000000   51.671001434   27.634000778   10.086000443
   349  3 0.000000   51.201000214   24.735000610   11.852999687
   350  3 0.000000   49.094001770   24.996000290   12.352999687
   351  3 0.000000   49.037998199   25.832000732    9.501999855
   352  3 0.000000   49.472999573   27.385999680    8.022999763
   353  3 0.000000   49.974998474   31.846000671   10.284000397
   354  3 0.000000   49.341999054   31.674999237   12.376000404
   355  3 0.000000   51.638999939   29.253000259   14.883999825
   356  3 0.000000   49.527000427   29.768999100   14.802000046
   357  3 0.000000   53.874000549   30.392999649   11.970000267
   358  3 0.000000   53.375999451   30.881000519    9.901000023
   359  3 0.000000   53.091999054   27.735000610    8.350999832
   360  3 0.000000   53.291999817   26.111999512    9.795000076
   361  1 0.000000   54.148998260   26.937000275   17.885999680
   362  2 0.000000   54.005001068   27.680999756   18.416000366
   363  1 0.000000   53.193000793   24.735000610   17.320999146
   364  2 0.000000   52.481998444   24.190000534   17.565999985
   365  1 0.000000   54.553001404   25.188999176   15.371999741
   366  2 0.000000   54.624000549   25.031999588   14.468000412
   367  1 0.000000   54.606998444   24.065000534   17.506000519
   368  2 0.000000   54.544998169   23.187999725   17.818000793
   369  1 0.000000   55.564998627   26.274000168   18.086000443
   370  2 0.000000   56.085998535   26.679000854   18.791000366
   371  1 0.000000   55.171001434   26.601999283   15.770000458
   372  2 0.000000   55.474998474   27.021999359   15.029000282
   373  4 0.000000   51.917999268   26.319000244   18.704000473
   374  4 0.000000   53.155998230   25.926000595   18.149000168
   375  4 0.000000   52.217998505   25.826999664   15.322999954
   376  4 0.000000   53.194000244   25.014999390   15.871000290
   377  4 0.000000   56.437999725   23.736999512   15.904000282
   378  4 0.000000   55.126998901   24.087999344   16.131000519
   379  4 0.000000   55.979999542   24.305000305   19.527000427
   380  4 0.000000   55.405998230   24.867000580   18.392999649
   381  4 0.000000   57.354000092   27.266000748   16.684999466
   382  4 0.000000   56.215000153   26.396999359   16.770999908
   383  4 0.000000   54.084999084   28.753999710   16.201999664
   384  4 0.000000   54.126998901   27.354999542   16.468000412
   385  3 0.000000   51.791000366   27.502000809   18.972000122
   386  3 0.000000   51.113998413   25.427999496   18.906999588
   387  3 0.000000   51.214000702   26.010000229   15.994999886
   388  3 0.000000   52.444999695   26.268999100   14.201999664
   389  3 0.000000   56.963001251   24.176000595   14.881999969
   390  3 0.000000   56.946998596   22.997999191   16.729000092
   391  3 0.000000   56.488998413   25.072999954   20.322999954
   392  3 0.000000   55.905998230   23.091999054   19.638999939
   393  3 0.000000   57.923999786   27.514999390   17.724000931
   394  3 0.000000   57.676998138   27.593999863   15.557000160
   395  3 0.000000   54.532001495   29.114999771   15.135000229
   396  3 0.000000   53.537998199   29.437999725   17.048000336
   397  1 0.000000   53.908000946   34.110000610   18.514999390
   398  2 0.000000   53.229999542   34.705001831   18.309000015
   399  1 0.000000   56.361000061   33.868999481   18.489999771
   400  2 0.000000   57.115001678   34.345001221   18.229000092
   401  1 0.000000   55.729999542   32.228000641   20.152999878
   402  2 0.000000   56.016998291   31.801000595   20.916000366
   403  1 0.000000   56.223999023   32.457000732   17.802999496
   404  2 0.000000   56.937999725   32.270999908   17.233999252
   405  1 0.000000   53.758998871   32.707000732   17.815999985
   406  2 0.000000   53.020000458   32.657001495   17.197000504
   407  1 0.000000   54.144001007   32.390998840   20.135000229
   408  2 0.000000   53.793998718   32.047000885   20.895000458
   409  4 0.000000   55.328998566   36.048999786   18.017000198
   410  4 0.000000   55.189998627   34.648998260   18.138999939
   411  4 0.000000   56.304000854   34.460998535   20.895000458
   412  4 0.000000   56.421001434   33.490001678   19.916999817
   413  4 0.000000   55.964000702   30.224000931   18.784999847
   414  4 0.000000   56.240001678   31.559999466   18.965999603
   415  4 0.000000   54.946998596   32.060001373   15.743000031
   416  4 0.000000   54.976001740   32.389999390   17.093000412
   417  4 0.000000   52.349998474   31.094999313   19.068000793
   418  4 0.000000   53.617000580   31.754999161   18.930999756
   419  4 0.000000   52.731998444   34.313999176   20.687999725
   420  4 0.000000   53.853000641   33.816001892   19.964000702
   421  3 0.000000   54.321998596   36.715000153   18.194999695
   422  3 0.000000   56.430999756   36.453998566   17.695999146
   423  3 0.000000   56.486999512   35.618000031   20.547000885
   424  3 0.000000   56.049999237   34.062999725   22.027000427
   425  3 0.000000   55.548999786   29.604999542   19.763999939
   426  3 0.000000   56.182998657   29.774999619   17.672000885
   427  3 0.000000   53.883998871   32.195999146   15.166000366
   428  3 0.000000   55.997001648   31.681999207   15.246999741
   429  3 0.000000   51.650001526   31.056999207   18.077999115
   430  3 0.000000   52.147998810   30.569000244   20.148000717
   431  3 0.000000   52.431999207   33.715000153   21.697000504
   432  3 0.000000   52.233001709   35.338001251   20.253999710
   433  1 0.000000   68.382003784   36.761001587   32.830001831
   434  2 0.000000   68.407997131   36.189998627   32.103000641
   435  1 0.000000   67.611999512   39.000000000   33.521999359
   436  2 0.000000   67.151000977   39.727001190   33.172000885
   437  1 0.000000   69.332000732   38.548999786   35.161998749
   438  2 0.000000   69.959999084   38.950000763   35.705001831
   439  1 0.000000   66.952003479   38.382999420   34.812999725
   440  2 0.000000   66.188003540   38.848999023   35.076000214
   441  1 0.000000   67.711997986   36.131999969   34.111000061
   442  2 0.000000   67.343002319   35.251998901   33.963001251
   443  1 0.000000   69.797996521   37.095001221   34.706001282
   444  2 0.000000   70.615997314   36.914001465   35.048000336
   445  4 0.000000   67.543998718   38.344001770   31.152999878
   446  4 0.000000   67.654998779   37.962001801   32.507999420
   447  4 0.000000   69.941001892   39.757999420   33.155998230
   448  4 0.000000   68.941001892   39.388000488   34.035999298
   449  4 0.000000   67.890998840   37.963001251   37.040000916
   450  4 0.000000   68.026000977   38.547000885   35.803001404
   451  4 0.000000   65.358001709   36.513000488   34.771999359
   452  4 0.000000   66.648002625   36.995998383   34.580001831
   453  4 0.000000   69.277000427   34.841999054   35.541000366
   454  4 0.000000   68.787002563   36.124000549   35.118000031
   455  4 0.000000   70.813003540   36.326999664   32.613998413
   456  4 0.000000   69.767997742   37.066001892   33.242000580
   457  3 0.000000   68.039001465   37.591999054   30.329999924
   458  3 0.000000   66.920997620   39.367000580   30.933000565
   459  3 0.000000   69.593002319   40.068000793   32.026000977
   460  3 0.000000   71.083000183   39.765998840   33.602001190
   461  3 0.000000   68.929000854   37.729000092   37.659999847
   462  3 0.000000   66.750999451   37.755001068   37.416000366
   463  3 0.000000   65.132003784   35.381999969   34.388000488
   464  3 0.000000   64.557998657   37.275001526   35.291999817
   465  3 0.000000   68.541999817   33.895999908   35.355998993
   466  3 0.000000   70.347999573   34.855998993   36.118000031
   467  3 0.000000   71.845001221   36.215000153   33.236999512
   468  3 0.000000   70.583000183   35.945999146   31.479999542
   469  1 0.000000   72.137001038   32.220001221   28.683000565
   470  2 0.000000   72.710998535   32.391998291   27.978000641
   471  1 0.000000   71.811996460   30.711999893   30.604999542
   472  2 0.000000   72.242996216   30.004999161   31.028999329
   473  1 0.000000   69.560997009   31.514999390   30.235000610
   474  2 0.000000   68.671997070   31.290000916   30.318000793
   475  1 0.000000   71.541000366   31.948999405   31.542999268
   476  2 0.000000   71.828002930   31.801000595   32.416000366
   477  1 0.000000   71.880996704   33.466999054   29.613000870
   478  2 0.000000   72.408996582   34.240001678   29.381000519
   479  1 0.000000   69.801002502   32.500000000   29.003999710
   480  2 0.000000   69.016998291   32.657001495   28.582000732
   481  4 0.000000   73.567001343   30.243000031   28.947000504
   482  4 0.000000   72.652000427   31.159999847   29.510999680
   483  4 0.000000   70.237998962   29.448999405   29.170000076
   484  4 0.000000   70.440002441   30.351999283   30.197000504
